City,Date,Time,Panel area (m^2),Tilt (deg),Azimuth (deg),Solar Irradiance (W/m^2),DNI (W/m^2),Temperature (C),Humidity (%),Wind Speed (m/s),Power Generated (kW),Power Consumed (kW),Cloud Cover
21,2025-03-15,00:00,0.5701716664960532,1.4207467508860183,-0.8421172054141751,-0.7230760573412045,-0.7188733436599897,0.0187856396495285,1.4432497282531551,-0.027308065511183,-0.635744393989083,-0.6872279197231569,Thin high clouds
22,2025-03-15,00:00,0.3465230165867318,-0.8528058688675645,-0.5821239954188139,-0.7230760573412045,-0.7188733436599897,0.7043234866911154,2.5479762818672627,-0.2033574439291401,-0.635744393989083,-0.9499759184093732,Mid-level clouds
23,2025-03-15,00:00,-0.8756972368650849,-0.0435752753959504,-0.2831318039241489,-0.7230760573412045,-0.7188733436599897,0.9099848408035892,-0.0262450270259891,0.7908037518428531,-0.635744393989083,-0.9572744739284348,Thin high clouds
24,2025-03-15,00:00,-0.6814760408912006,1.362944565638046,-1.2061076994076825,-0.7230760573412045,-0.7188733436599897,1.2184768719723047,-0.964220402736081,1.443222036568224,-0.635744393989083,-0.9840358441649938,Thin high clouds
25,2025-03-15,00:00,0.3622176586856316,-1.6042342770912064,-1.7195942891485194,-0.7230760573412045,-0.7188733436599897,0.0873394243536868,0.0675525105450199,-0.5140328176078882,-0.635744393989083,-0.9013188816156292,Fluffy white clouds
26,2025-03-15,00:00,-0.9404376355230464,0.3610400213398569,2.0763065767837534,-0.7230760573412045,-0.7188733436599897,0.7386003790431929,-0.536920509357039,-1.6117524712727973,-0.635744393989083,-1.1032455843096658,Mid-level clouds
27,2025-03-15,00:00,-0.9423994657854088,-1.758373437752466,-0.5561246744192793,-0.7230760573412045,-0.7188733436599897,1.0470924102119084,-0.964220402736081,0.6354660650034792,-0.635744393989083,-1.597114507766165,Mid-level clouds
28,2025-03-15,00:00,0.6800341611883515,-1.3730255360993164,-1.2191073599074498,-0.7230760573412045,-0.7188733436599897,0.1558932090578464,-0.3493254342150209,0.8322271350000195,-0.635744393989083,-0.1301048484347911,Thin high clouds
29,2025-03-15,00:00,1.5295066647912996,0.5537139721664317,0.2758535975658774,-0.7230760573412045,-0.7188733436599897,1.595522687845175,2.631351870819272,-0.3379834391899307,-0.635744393989083,0.3686297787010824,Mid-level clouds
30,2025-03-15,00:00,-1.271986949862303,-1.4500951164299465,-0.4066285786719458,-0.7230760573412045,-0.7188733436599897,0.8414310560994321,0.7970889138750914,-1.2907212518047575,-0.635744393989083,-1.1883953986987177,Thin high clouds
31,2025-03-15,00:00,0.4446145297048552,0.7078531328276917,0.3343520698148341,-0.7230760573412045,-0.7188733436599897,1.1156461949160654,1.255654653111137,0.2315880792211068,-0.635744393989083,-1.035125732798425,Fluffy white clouds
32,2025-03-15,00:00,0.8409042427020734,-0.949142844280852,-1.017612622161045,-0.7230760573412045,-0.7188733436599897,0.8757079484515119,-0.7557814303560606,1.9299467886649289,-0.635744393989083,-0.2128218109841555,Mid-level clouds
0,2025-03-15,02:00,-0.1596291911027846,1.4014793558033607,0.9128369620545131,-0.7230760573412045,-0.7188733436599897,1.4584151184368583,-1.005908197212085,-0.7832848081294695,-0.635744393989083,-0.6166752163722284,Thin high clouds
1,2025-03-15,02:00,1.3431327898668657,-0.6601319180409897,-1.2646061716566372,-0.7230760573412045,-0.7188733436599897,1.595522687845175,0.4114768149720541,0.8425829807893108,-0.635744393989083,-0.5071968835863052,Fluffy white clouds
2,2025-03-15,02:00,-0.9757505802455708,0.7271205279103488,0.6398440915593828,-0.7230760573412045,-0.7188733436599897,0.0187856396495285,-0.8183131220700669,0.9047180555250603,-0.635744393989083,-1.132439806385912,Mid-level clouds
3,2025-03-15,02:00,-0.3106901213046945,-1.103282004942112,0.477348335312282,-0.7230760573412045,-0.7188733436599897,0.9442617331556692,1.4953594713481602,-0.2758483644541811,-0.635744393989083,-1.2273210281337124,Thick low clouds
4,2025-03-15,02:00,0.7231944269603254,1.1317358246461562,0.6268444310596155,-0.7230760573412045,-0.7188733436599897,0.293000778466163,1.0055278862551118,0.0348270092245666,-0.635744393989083,-0.7334521046772136,Mid-level clouds
5,2025-03-15,02:00,-1.4995592602963494,-0.4867253622970726,0.8673381503053239,-0.7230760573412045,-0.7188733436599897,0.8071541637473524,0.7241352735420847,0.4801283781641053,-0.635744393989083,-1.0691856585540451,Mid-level clouds
6,2025-03-15,02:00,1.7001858976168345,0.0720290950999947,-0.7251202609162637,-0.7230760573412045,-0.7188733436599897,0.6357697019869559,0.7970889138750914,1.0807674339430176,-0.635744393989083,-0.1106420337172935,Mid-level clouds
7,2025-03-15,02:00,0.7604692019452126,-1.0069450295288245,-0.738119921416031,-0.7230760573412045,-0.7188733436599897,1.0813693025639857,-1.3185666557821156,0.1694530044853572,-0.635744393989083,-0.3320315511288275,Mid-level clouds
8,2025-03-15,02:00,1.3882548859012016,-0.0821100655612652,0.457848844562631,-0.7230760573412045,-0.7188733436599897,1.1156461949160654,-0.8600009165460708,1.091123279732309,-0.635744393989083,0.1472402612895484,Mid-level clouds
9,2025-03-15,02:00,0.6623776888270893,1.478548936133991,0.6983425638083395,-0.7230760573412045,-0.7188733436599897,1.6983533649014144,1.0784815265881194,-1.43570309285484,-0.635744393989083,-0.1471348113126011,Thin high clouds
10,2025-03-15,02:00,-0.0948887924448231,0.7463879229930065,-0.6861212794169599,-0.7230760573412045,-0.7188733436599897,1.1499230872681452,0.2551475856870387,0.0141153176459833,-0.635744393989083,-0.8234676227456392,Fluffy white clouds
11,2025-03-15,02:00,-1.61138358525101,-0.9298754491981944,-0.7771189029153348,-0.7230760573412045,-0.7188733436599897,1.3213075490285418,1.1722790641591283,0.977208976050102,-0.635744393989083,-1.195693954217779,Mid-level clouds
12,2025-03-15,02:00,1.5962088937116234,-0.640864522958332,0.4188498630633254,-0.7230760573412045,-0.7188733436599897,0.1558932090578464,-1.579115371257141,0.1694530044853572,-0.635744393989083,-0.4366441802353764,Thin high clouds
13,2025-03-15,02:00,0.2445078429438836,-0.2169818311398675,0.8803378108050931,-0.7230760573412045,-0.7188733436599897,2.5209987813513166,-1.964727470160179,0.7079569855285203,-0.635744393989083,-1.1129769916684145,Thin high clouds
14,2025-03-15,02:00,-0.9698650894584834,1.1895380098941288,0.0938583505691238,-0.7230760573412045,-0.7188733436599897,0.3272776708182428,-0.3597473828340213,1.6089155691968888,-0.635744393989083,-1.533860359934298,Mid-level clouds
15,2025-03-15,02:00,1.2528885977981918,-0.6601319180409897,-0.8811161869134808,-0.7230760573412045,-0.7188733436599897,0.4301083478744797,0.2134597912110347,0.0451828550138579,-0.635744393989083,-0.1155077373966679,Mid-level clouds
16,2025-03-15,02:00,-0.838422461880198,0.7849227131583214,1.5628199870429162,-0.7230760573412045,-0.7188733436599897,1.8697378266618108,0.8491986569700966,0.0141153176459833,-0.635744393989083,-1.3659935829958822,Mid-level clouds
17,2025-03-15,02:00,1.549124967414924,1.8446294427044827,-0.6341226374178869,-0.7230760573412045,-0.7188733436599897,0.4986621325786393,0.8700425542080988,-0.824708191286636,-0.635744393989083,-0.4707041059909971,Mid-level clouds
18,2025-03-15,02:00,0.2150803890084466,0.0912964901826517,2.011308274284913,-0.7230760573412045,-0.7188733436599897,0.4301083478744797,1.7142203923471817,-0.3483392849792225,-0.635744393989083,-0.9134831408140652,Mid-level clouds
19,2025-03-15,02:00,-1.7801009878141822,-0.0050404852306356,-1.0436119431605817,-0.7230760573412045,-0.7188733436599897,2.143952965478444,0.4010548663530529,-1.311432943383341,-0.635744393989083,-1.2175896207749637,Fluffy white clouds
20,2025-03-15,02:00,-0.4087816344228178,0.0912964901826517,1.530320835793496,-0.7230760573412045,-0.7188733436599897,1.2184768719723047,1.7037984437281806,-1.3839238639083822,-0.635744393989083,-1.2248881762940251,Fluffy white clouds
21,2025-03-15,02:00,0.5701716664960532,1.4207467508860183,-0.8421172054141751,-0.7230760573412045,-0.7188733436599897,1.8011840419576512,-0.7557814303560606,0.4490608407962303,-0.635744393989083,-0.5193611427847409,Fluffy white clouds
22,2025-03-15,02:00,0.3465230165867318,-0.8528058688675645,-0.5821239954188139,-0.7230760573412045,-0.7188733436599897,0.9442617331556692,-0.9850642999740826,-1.3425004807512158,-0.635744393989083,-0.6701979568453466,Mid-level clouds
23,2025-03-15,02:00,-0.8756972368650849,-0.0435752753959504,-0.2831318039241489,-0.7230760573412045,-0.7188733436599897,2.075399180774287,-1.5061617309241342,-0.4622535886614299,-0.635744393989083,-1.3343665090799488,Mid-level clouds
24,2025-03-15,02:00,-0.6814760408912006,1.362944565638046,-1.2061076994076825,-0.7230760573412045,-0.7188733436599897,0.9785386255077488,2.433334847058252,0.4076374576390639,-0.635744393989083,-1.443844841865872,Fluffy white clouds
25,2025-03-15,02:00,0.3622176586856316,-1.6042342770912064,-1.7195942891485194,-0.7230760573412045,-0.7188733436599897,1.0813693025639857,-0.6411399955470493,0.0658945465924411,-0.635744393989083,-0.1690304778697861,Mid-level clouds
26,2025-03-15,02:00,-0.9404376355230464,0.3610400213398569,2.0763065767837534,-0.7230760573412045,-0.7188733436599897,-0.3582601762233429,1.3181863448251423,-0.6486588128686789,-0.635744393989083,-1.198126806057466,Fluffy white clouds
27,2025-03-15,02:00,-0.9423994657854088,-1.758373437752466,-0.5561246744192793,-0.7230760573412045,-0.7188733436599897,0.8414310560994321,0.5990718901140721,0.2833673081675646,-0.635744393989083,-1.6628015074377192,Mid-level clouds
28,2025-03-15,02:00,0.6800341611883515,-1.3730255360993164,-1.2191073599074498,-0.7230760573412045,-0.7188733436599897,1.5612457954930976,-0.4952327148810351,-0.6486588128686789,-0.635744393989083,-0.2493145885794631,Mid-level clouds
29,2025-03-15,02:00,1.5295066647912996,0.5537139721664317,0.2758535975658774,-0.7230760573412045,-0.7188733436599897,1.5612457954930976,0.3072573287820438,0.8322271350000195,-0.635744393989083,-0.2298517738619656,Mid-level clouds
30,2025-03-15,02:00,-1.271986949862303,-1.4500951164299465,-0.4066285786719458,-0.7230760573412045,-0.7188733436599897,1.3213075490285418,-0.7557814303560606,-1.860292770215796,-0.635744393989083,-1.1397383619049737,Thin high clouds
31,2025-03-15,02:00,0.4446145297048552,0.7078531328276917,0.3343520698148341,-0.7230760573412045,-0.7188733436599897,1.3213075490285418,-0.2242620507870084,-0.2344249812970151,-0.635744393989083,-0.31256873641133,Fluffy white clouds
32,2025-03-15,02:00,0.8409042427020734,-0.949142844280852,-1.017612622161045,-0.7230760573412045,-0.7188733436599897,0.6700465943390357,0.2551475856870387,0.0037594718566915,-0.635744393989083,-0.0425221822060522,Fluffy white clouds
0,2025-03-15,04:00,-0.1596291911027846,1.4014793558033607,0.9128369620545131,-0.7230760573412045,-0.7188733436599897,1.4241382260847786,-0.3389034855960198,0.3247906913247311,-0.635744393989083,-0.4171813655178789,Mid-level clouds
1,2025-03-15,04:00,1.3431327898668657,-0.6601319180409897,-1.2646061716566372,-0.7230760573412045,-0.7188733436599897,2.2467836425346834,1.0993254238261216,-1.860292770215796,-0.635744393989083,-0.2785088106557093,Mid-level clouds
2,2025-03-15,04:00,-0.9757505802455708,0.7271205279103488,0.6398440915593828,-0.7230760573412045,-0.7188733436599897,1.7326302572534942,0.8075108624940925,0.6354660650034792,-0.635744393989083,-1.6579358037583447,Mid-level clouds
3,2025-03-15,04:00,-0.3106901213046945,-1.103282004942112,0.477348335312282,-0.7230760573412045,-0.7188733436599897,0.4643852402265594,-0.0262450270259891,-2.170968143894543,-0.635744393989083,-0.5534210685403615,Fluffy white clouds
4,2025-03-15,04:00,0.7231944269603254,1.1317358246461562,0.6268444310596155,-0.7230760573412045,-0.7188733436599897,0.3615545631703214,-0.3493254342150209,0.4179933034283558,-0.635744393989083,-0.3028373290525812,Mid-level clouds
5,2025-03-15,04:00,-1.4995592602963494,-0.4867253622970726,0.8673381503053239,-0.7230760573412045,-0.7188733436599897,0.6357697019869559,0.1926158939730324,0.5733309902677296,-0.635744393989083,-1.9279823579636224,Fluffy white clouds
6,2025-03-15,04:00,1.7001858976168345,0.0720290950999947,-0.7251202609162637,-0.7230760573412045,-0.7188733436599897,-0.0497681450546298,-1.485317833686132,-0.752217270761595,-0.635744393989083,0.3370027047851487,Mid-level clouds
7,2025-03-15,04:00,0.7604692019452126,-1.0069450295288245,-0.738119921416031,-0.7230760573412045,-0.7188733436599897,-0.461090853279581,1.6204228547761728,-0.3172717476113475,-0.635744393989083,-0.4293456247163151,Mid-level clouds
8,2025-03-15,04:00,1.3882548859012016,-0.0821100655612652,0.457848844562631,-0.7230760573412045,-0.7188733436599897,1.1499230872681452,-0.8808448137840724,0.5319076071105632,-0.635744393989083,0.3613312231820206,Fluffy white clouds
9,2025-03-15,04:00,0.6623776888270893,1.478548936133991,0.6983425638083395,-0.7230760573412045,-0.7188733436599897,-0.0497681450546298,-0.8912667624030736,-0.3586951307685139,-0.635744393989083,0.0012691509083171,Mid-level clouds
10,2025-03-15,04:00,-0.0948887924448231,0.7463879229930065,-0.6861212794169599,-0.7230760573412045,-0.7188733436599897,1.0813693025639857,-0.0054011297879867,0.0969620839603162,-0.635744393989083,-0.3660914768844482,Thin high clouds
11,2025-03-15,04:00,-1.61138358525101,-0.9298754491981944,-0.7771189029153348,-0.7230760573412045,-0.7188733436599897,2.486721888999237,0.4114768149720541,-0.4518977428721386,-0.635744393989083,-1.4511433973849337,Fluffy white clouds
12,2025-03-15,04:00,1.5962088937116234,-0.640864522958332,0.4188498630633254,-0.7230760573412045,-0.7188733436599897,1.526968903141018,0.1717719967350301,2.26133385392226,-0.635744393989083,-0.2006575517857193,Thin high clouds
13,2025-03-15,04:00,0.2445078429438836,-0.2169818311398675,0.8803378108050931,-0.7230760573412045,-0.7188733436599897,0.8414310560994321,-1.433208090591127,1.0600557423644348,-0.635744393989083,-1.066752806714358,Thin high clouds
14,2025-03-15,04:00,-0.9698650894584834,1.1895380098941288,0.0938583505691238,-0.7230760573412045,-0.7188733436599897,1.184199979620225,1.943503261965204,0.977208976050102,-0.635744393989083,-1.0789170659127942,Mid-level clouds
15,2025-03-15,04:00,1.2528885977981918,-0.6601319180409897,-0.8811161869134808,-0.7230760573412045,-0.7188733436599897,1.4584151184368583,1.526625317205163,0.7183128313178121,-0.635744393989083,0.2007630017626666,Mid-level clouds
16,2025-03-15,04:00,-0.838422461880198,0.7849227131583214,1.5628199870429162,-0.7230760573412045,-0.7188733436599897,1.7669071496055715,-0.5056546635000363,-1.7774460039014626,-0.635744393989083,-0.7358849565169007,Fluffy white clouds
17,2025-03-15,04:00,1.549124967414924,1.8446294427044827,-0.6341226374178869,-0.7230760573412045,-0.7188733436599897,1.1156461949160654,0.2759914829250403,-2.543778592309041,-0.635744393989083,-0.2298517738619656,Thin high clouds
18,2025-03-15,04:00,0.2150803890084466,0.0912964901826517,2.011308274284913,-0.7230760573412045,-0.7188733436599897,0.9442617331556692,0.0362866646880171,-0.4726094344507218,-0.635744393989083,-0.7188549936390904,Mid-level clouds
19,2025-03-15,04:00,-1.7801009878141822,-0.0050404852306356,-1.0436119431605817,-0.7230760573412045,-0.7188733436599897,0.0187856396495285,0.546962147019067,1.091123279732309,-0.635744393989083,-1.7990412104602014,Fluffy white clouds
20,2025-03-15,04:00,-0.4087816344228178,0.0912964901826517,1.530320835793496,-0.7230760573412045,-0.7188733436599897,1.184199979620225,-0.7974692248320646,1.5985597234075974,-0.635744393989083,-0.959707325768122,Mid-level clouds
21,2025-03-15,04:00,0.5701716664960532,1.4207467508860183,-0.8421172054141751,-0.7230760573412045,-0.7188733436599897,1.0470924102119084,1.1827010127781294,1.0600557423644348,-0.635744393989083,-0.5874809942959822,Mid-level clouds
22,2025-03-15,04:00,0.3465230165867318,-0.8528058688675645,-0.5821239954188139,-0.7230760573412045,-0.7188733436599897,1.3898613337327013,1.411983882396152,-1.000757569704593,-0.635744393989083,-0.959707325768122,Fluffy white clouds
23,2025-03-15,04:00,-0.8756972368650849,-0.0435752753959504,-0.2831318039241489,-0.7230760573412045,-0.7188733436599897,-0.255429499167106,1.484937522729159,0.9150739013143524,-0.635744393989083,-1.3586950274768206,Mid-level clouds
24,2025-03-15,04:00,-0.6814760408912006,1.362944565638046,-1.2061076994076825,-0.7230760573412045,-0.7188733436599897,1.972568503718048,0.0571305619260194,1.68140648972193,-0.635744393989083,-0.7626463267534598,Thin high clouds
25,2025-03-15,04:00,0.3622176586856316,-1.6042342770912064,-1.7195942891485194,-0.7230760573412045,-0.7188733436599897,0.9442617331556692,0.8179328111130937,-0.2965600560327643,-0.635744393989083,-0.1301048484347911,Thin high clouds
26,2025-03-15,04:00,-0.9404376355230464,0.3610400213398569,2.0763065767837534,-0.7230760573412045,-0.7188733436599897,-0.461090853279581,-0.109620615977997,-1.3528563265405074,-0.635744393989083,-1.6555029519186577,Mid-level clouds
27,2025-03-15,04:00,-0.9423994657854088,-1.758373437752466,-0.5561246744192793,-0.7230760573412045,-0.7188733436599897,0.1901701014099249,0.4948524039240619,0.7700920602642699,-0.635744393989083,-1.2686795094083947,Mid-level clouds
28,2025-03-15,04:00,0.6800341611883515,-1.3730255360993164,-1.2191073599074498,-0.7230760573412045,-0.7188733436599897,0.2587238861140833,0.5052743525430631,-0.5554562007650542,-0.635744393989083,-0.752914919394711,Thin high clouds
29,2025-03-15,04:00,1.5295066647912996,0.5537139721664317,0.2758535975658774,-0.7230760573412045,-0.7188733436599897,-0.0497681450546298,-0.2138401021680072,0.0555387008031498,-0.635744393989083,0.166703076007046,Thin high clouds
30,2025-03-15,04:00,-1.271986949862303,-1.4500951164299465,-0.4066285786719458,-0.7230760573412045,-0.7188733436599897,0.4643852402265594,0.2030378425920336,-0.1205106776148072,-0.635744393989083,-1.1105441398287272,Mid-level clouds
31,2025-03-15,04:00,0.4446145297048552,0.7078531328276917,0.3343520698148341,-0.7230760573412045,-0.7188733436599897,0.4301083478744797,0.588649941495071,-0.5761678923436374,-0.635744393989083,-0.5704510314181721,Thin high clouds
32,2025-03-15,04:00,0.8409042427020734,-0.949142844280852,-1.017612622161045,-0.7230760573412045,-0.7188733436599897,-0.0840450374067095,1.411983882396152,1.6917623355112217,-0.635744393989083,-0.8113033635472033,Mid-level clouds
0,2025-03-15,06:00,-0.1596291911027846,1.4014793558033607,0.9128369620545131,-0.7230760573412045,-0.7188733436599897,1.252753764324382,-1.047595991688089,0.0244711634352747,-0.635744393989083,-0.0790149598013598,Fluffy white clouds
1,2025-03-15,06:00,1.3431327898668657,-0.6601319180409897,-1.2646061716566372,-0.7230760573412045,-0.7188733436599897,0.6014928096348762,-1.016330145831086,-1.673887546008547,-0.635744393989083,0.2834799643120305,Mid-level clouds
2,2025-03-15,06:00,-0.9757505802455708,0.7271205279103488,0.6398440915593828,-0.7230760573412045,-0.7188733436599897,0.5329390249307179,-0.067932821501993,-1.104316027597509,-0.635744393989083,-0.7821091414709573,Mid-level clouds
3,2025-03-15,06:00,-0.3106901213046945,-1.103282004942112,0.477348335312282,-0.7230760573412045,-0.7188733436599897,1.835460934309731,0.9013084000651016,-0.0169522197218911,-0.635744393989083,-0.8040048080281418,Fluffy white clouds
4,2025-03-15,06:00,0.7231944269603254,1.1317358246461562,0.6268444310596155,-0.7230760573412045,-0.7188733436599897,2.3153374272388403,1.0367937321121152,-0.4622535886614299,-0.635744393989083,-0.232284625701653,Fluffy white clouds
5,2025-03-15,06:00,-1.4995592602963494,-0.4867253622970726,0.8673381503053239,-0.7230760573412045,-0.7188733436599897,0.0873394243536868,-1.454051987829129,0.9564972844715188,-0.635744393989083,-1.001065807042804,Fluffy white clouds
6,2025-03-15,06:00,1.7001858976168345,0.0720290950999947,-0.7251202609162637,-0.7230760573412045,-0.7188733436599897,0.7043234866911154,0.119662253640025,-0.3794068223470971,-0.635744393989083,0.2907785198310924,Mid-level clouds
7,2025-03-15,06:00,0.7604692019452126,-1.0069450295288245,-0.738119921416031,-0.7230760573412045,-0.7188733436599897,0.2244469937620047,-0.5264985607380379,-0.6175912755008038,-0.635744393989083,-0.1471348113126011,Thin high clouds
8,2025-03-15,06:00,1.3882548859012016,-0.0821100655612652,0.457848844562631,-0.7230760573412045,-0.7188733436599897,-1.0437980232649289,0.6928694276850812,0.3972816118497725,-0.635744393989083,1.1763365894772289,Mid-level clouds
9,2025-03-15,06:00,0.6623776888270893,1.478548936133991,0.6983425638083395,-0.7230760573412045,-0.7188733436599897,0.293000778466163,0.7762450166370898,0.51119591553198,-0.635744393989083,0.908722887111638,Thin high clouds
10,2025-03-15,06:00,-0.0948887924448231,0.7463879229930065,-0.6861212794169599,-0.7230760573412045,-0.7188733436599897,2.075399180774287,1.6725325978711778,0.9564972844715188,-0.635744393989083,-0.5509882167006745,Thin high clouds
11,2025-03-15,06:00,-1.61138358525101,-0.9298754491981944,-0.7771189029153348,-0.7230760573412045,-0.7188733436599897,0.1558932090578464,-1.891773829827172,-1.6945992375871295,-0.635744393989083,-1.407352064270564,Mid-level clouds
12,2025-03-15,06:00,1.5962088937116234,-0.640864522958332,0.4188498630633254,-0.7230760573412045,-0.7188733436599897,-0.3582601762233429,0.8179328111130937,-1.1871627939118417,-0.635744393989083,0.7165275917763503,Mid-level clouds
13,2025-03-15,06:00,0.2445078429438836,-0.2169818311398675,0.8803378108050931,-0.7230760573412045,-0.7188733436599897,0.2244469937620047,0.0362866646880171,-0.8971991118116769,-0.635744393989083,-0.5631524758991102,Mid-level clouds
14,2025-03-15,06:00,-0.9698650894584834,1.1895380098941288,0.0938583505691238,-0.7230760573412045,-0.7188733436599897,0.2587238861140833,0.7762450166370898,1.1429025086787676,-0.635744393989083,-0.3879871434416326,Fluffy white clouds
15,2025-03-15,06:00,1.2528885977981918,-0.6601319180409897,-0.8811161869134808,-0.7230760573412045,-0.7188733436599897,-1.00952113091285,-0.8495789679270697,0.5940426818463128,-0.635744393989083,1.0571268493325563,Mid-level clouds
16,2025-03-15,06:00,-0.838422461880198,0.7849227131583214,1.5628199870429162,-0.7230760573412045,-0.7188733436599897,0.8071541637473524,0.077974459164021,0.5008400697426886,-0.635744393989083,0.0353290766639377,Fluffy white clouds
17,2025-03-15,06:00,1.549124967414924,1.8446294427044827,-0.6341226374178869,-0.7230760573412045,-0.7188733436599897,0.9099848408035892,-0.44312297178603,-0.5140328176078882,-0.635744393989083,0.2323900756785998,Mid-level clouds
18,2025-03-15,06:00,0.2150803890084466,0.0912964901826517,2.011308274284913,-0.7230760573412045,-0.7188733436599897,1.0470924102119084,1.0576376293501168,-2.2952382933660425,-0.635744393989083,0.6094821108301139,Mid-level clouds
